(5.711987, -0.297286)
(5.775453, -1.225208)
(5.838920, -0.210413)
(5.902386, 0.109905)
(5.965853, -0.118933)
(6.029319, -0.371282)
(6.092786, -0.283584)
(6.156252, -0.263295)
(6.219719, 0.891437)
(6.283185, 0.269112)
(0.000000, 0.113779)
(0.063467, 0.706953)
(0.126933, 1.052430)
(0.190400, 0.741765)
(0.253866, -0.163246)
(0.317333, 0.647318)
(0.380799, 0.953290)
(0.444266, 0.799326)
(0.507732, 1.547954)
(0.571199, 0.839158)
(0.634665, 1.239615)
(0.698132, 0.301345)
(0.761598, 0.702187)
(0.825065, 0.654859)
(0.888531, 0.513834)
(0.951998, 0.457606)
(1.015464, 1.183206)
(1.078931, 0.165766)
(1.142397, 0.796645)
(1.205864, 0.191954)
(1.269330, 0.596338)
(1.332797, 0.672535)
(1.396263, 0.807936)
(1.459730, 0.031953)
(1.523196, 0.965253)
(1.586663, -0.413225)
(1.650129, 0.583895)
(1.713596, 0.842155)
(1.777063, 1.124276)
(1.840529, 0.401629)
(1.903996, 0.588550)
(1.967462, 0.311019)
(2.030929, 0.494582)
(2.094395, -0.016120)
(2.157862, 0.105119)
(2.221328, 0.265174)
(2.284795, 0.153884)
(2.348261, 0.653184)
(2.411728, 0.773625)
(2.475194, 0.285419)
(2.538661, 1.116503)
(2.602127, 1.395325)
(2.665594, 0.696741)
(2.729060, 0.816794)
(2.792527, 1.508890)
(2.855993, 0.922133)
(2.919460, 0.367709)
(2.982926, 0.898997)
(3.046393, 0.899055)
(3.109859, 0.116793)
(3.173326, 0.603662)
(3.236792, 0.968543)
(3.300259, 0.250753)
(3.363725, -0.579321)
(3.427192, 0.324087)
(3.490659, 0.512051)
(3.554125, 0.141813)
(3.617592, 0.271849)
(3.681058, 0.009329)
(3.744525, -0.521314)
(3.807991, -0.018574)
(3.871458, -0.667977)
(3.934924, 0.005886)
(3.998391, -0.286900)
(4.061857, -0.996400)
(4.125324, -0.565929)
(4.188790, -1.167773)
(4.252257, -1.276205)
(4.315723, -1.666343)
(4.379190, -1.975889)
(4.442656, -1.241976)
(4.506123, -1.082837)
(4.569589, -1.585117)
(4.633056, -0.700249)
(4.696522, -0.999166)
(4.759989, -1.093509)
(4.823455, -1.408294)
(4.886922, -1.479936)
(4.950388, -1.581725)
(5.013855, -0.951458)
(5.077321, -1.144253)
(5.140788, -1.426387)
(5.204254, -1.179012)
(5.267721, -0.950644)
(5.331188, -0.723399)
(5.394654, -1.037272)
(5.458121, -0.425024)
(5.521587, -0.676999)
(5.585054, -0.129385)
(5.648520, -0.356601)
(5.711987, -0.294023)
(5.775453, 0.199129)
(5.838920, -0.957842)
(5.902386, -0.259234)
(5.965853, 1.381709)
(6.029319, -0.242851)
(6.092786, 0.023972)
(6.156252, -0.073823)
(6.219719, 0.160153)
(6.283185, -0.365651)
(0.000000, 0.342876)
(0.063467, 0.738537)
(0.126933, 1.317144)
(0.190400, -0.019935)
(0.253866, 1.567994)
(0.317333, 0.351445)
(0.380799, 0.034144)
(0.444266, 0.698860)
(0.507732, 0.992749)
(0.571199, 0.908410)
(0.634665, 1.321588)
(0.698132, 0.578129)
(0.761598, 0.497187)
(0.825065, 0.583064)
(0.888531, 0.641906)
(0.951998, 0.781038)
(1.015464, 0.819014)
(1.078931, 0.201250)
(1.142397, 0.304657)
(1.205864, 0.753678)
(1.269330, 1.292255)
(1.332797, 0.677485)
(1.396263, 0.459892)
(1.459730, 0.960613)
(1.523196, 0.675955)
(1.586663, 0.808413)
(1.650129, 0.720295)
(1.713596, 0.764579)
(1.777063, -0.348766)
(1.840529, 0.275470)
(1.903996, 0.622007)
(1.967462, 0.555608)
(2.030929, 0.863897)
(2.094395, 0.414707)
(2.157862, 0.890875)
(2.221328, 0.803931)
(2.284795, 0.775262)
(2.348261, 0.186891)
(2.411728, 1.471858)
(2.475194, 0.179191)
(2.538661, 0.580460)
(2.602127, 0.936600)
(2.665594, 0.733765)
(2.729060, 0.356087)
(2.792527, 0.059951)
(2.855993, 0.707725)
(2.919460, 0.353946)
(2.982926, 0.559100)
(3.046393, 1.030983)
(3.109859, 0.416167)
(3.173326, 0.662030)
(3.236792, 0.465479)
(3.300259, 0.490227)
(3.363725, 0.831011)
(3.427192, 0.420110)
(3.490659, -0.583403)
(3.554125, -0.077245)
(3.617592, -0.877062)
(3.681058, -0.220364)
(3.744525, -0.295982)
(3.807991, -0.197079)
(3.871458, -0.618392)
(3.934924, -1.276431)
(3.998391, -1.358676)
(4.061857, -1.419336)
(4.125324, -1.278396)
(4.188790, -0.702355)
(4.252257, -1.701467)
(4.315723, -1.170571)
(4.379190, -1.497728)
(4.442656, -0.960807)
(4.506123, -1.887705)
(4.569589, -2.490446)
(4.633056, -1.352049)
(4.696522, -2.402972)
(4.759989, -1.032877)
(4.823455, -2.509339)
(4.886922, -1.152297)
(4.950388, -0.907416)
(5.013855, -1.812655)
(5.077321, -1.937395)
(5.140788, -1.224895)
(5.204254, -1.363876)
(5.267721, -1.167117)
(5.331188, -0.455194)
(5.394654, -0.728113)
(5.458121, -0.509080)
(5.521587, -0.717356)
(5.585054, -0.802853)
(5.648520, -0.396452)
(5.711987, -0.801592)
(5.775453, -0.702914)
(5.838920, -0.521164)
(5.902386, -0.295020)
(5.965853, 0.028948)
(6.029319, 0.372153)
(6.092786, 0.167800)
(6.156252, 0.122251)
(6.219719, -0.058692)
(6.283185, 0.903528)
(0.000000, 0.784319)
(0.063467, 0.410099)
(0.126933, 0.496463)
(0.190400, 0.547693)
(0.253866, 0.337374)
(0.317333, 0.444753)
(0.380799, 1.182815)
(0.444266, 1.087313)
(0.507732, 0.381066)
(0.571199, 0.569378)
(0.634665, 0.608939)
(0.698132, 0.310186)
(0.761598, 0.705002)
(0.825065, 0.047815)
(0.888531, 1.035437)
(0.951998, 0.923498)
(1.015464, 1.278530)
(1.078931, 0.309621)
(1.142397, -0.045217)
(1.205864, 0.793904)
(1.269330, 0.463807)
(1.332797, 0.479711)
(1.396263, 0.818065)
(1.459730, 0.346779)
(1.523196, 0.456739)
(1.586663, 1.051834)
(1.650129, 0.983215)
(1.713596, 0.334673)
(1.777063, 0.308684)
(1.840529, 1.368965)
(1.903996, 0.206374)
(1.967462, 1.257409)
(2.030929, -0.410203)
(2.094395, 0.240427)
(2.157862, 0.437243)
(2.221328, 0.860015)
(2.284795, 0.321669)
(2.348261, 0.859401)
(2.411728, 0.617904)
(2.475194, -0.087572)
(2.538661, 0.634169)
(2.602127, 0.261539)
(2.665594, 0.386667)
(2.729060, 0.317668)
(2.792527, -0.050010)
(2.855993, 0.563888)
(2.919460, -0.235774)
(2.982926, 0.426896)
(3.046393, 0.829770)
(3.109859, 0.323055)
(3.173326, 0.655777)
(3.236792, 0.332858)
(3.300259, 0.014944)
(3.363725, 0.069626)
(3.427192, 0.297000)
(3.490659, 0.819446)
(3.554125, -0.440998)
(3.617592, 0.193973)
(3.681058, -0.748002)
(3.744525, -0.710657)
(3.807991, -0.495278)
(3.871458, -1.036151)
(3.934924, -1.029284)
(3.998391, -0.680915)
(4.061857, -0.829644)
(4.125324, -0.915736)
(4.188790, -0.422409)
(4.252257, -1.307413)
(4.315723, -1.644857)
(4.379190, -1.069869)
(4.442656, -1.938668)
(4.506123, -1.677461)
(4.569589, -1.627808)
(4.633056, -1.506452)
(4.696522, -1.363664)
(4.759989, -1.587001)
(4.823455, -1.704705)
(4.886922, -1.876544)
(4.950388, -2.059798)
(5.013855, -1.310845)
(5.077321, -1.625716)
(5.140788, -1.775651)
(5.204254, -1.181241)
(5.267721, -0.789045)
(5.331188, 0.044832)
(5.394654, -1.266462)
(5.458121, -1.161996)
(5.521587, -0.572625)
(5.585054, -0.365133)
(5.648520, -0.830221)
(5.711987, -0.085638)
(5.775453, -0.398832)
(5.838920, 0.297937)
(5.902386, -0.552619)
(5.965853, 0.180009)
(6.029319, 0.131618)
(6.092786, 0.326050)
(6.156252, 0.933729)
(6.219719, 0.539681)
(6.283185, 0.196176)
(0.000000, 0.640568)
(0.063467, 0.770576)
(0.126933, 0.446727)
(0.190400, 0.256695)
(0.253866, 0.682087)
(0.317333, 0.272947)
(0.380799, 0.843063)
(0.444266, 0.772015)
(0.507732, 0.341127)
(0.571199, 0.848189)
(0.634665, 0.376944)
(0.698132, 0.911622)
(0.761598, 0.985095)
(0.825065, 0.780989)
(0.888531, 1.224081)
(0.951998, 0.629311)
(1.015464, -0.170365)
(1.078931, 0.943323)
(1.142397, 1.267080)
(1.205864, 1.307448)
(1.269330, 0.886872)
(1.332797, 0.774158)
(1.396263, 0.509883)
(1.459730, 1.106451)
(1.523196, 1.065763)
(1.586663, 1.231365)
(1.650129, 0.455921)
(1.713596, 0.679296)
(1.777063, 0.490154)
(1.840529, 0.020619)
(1.903996, 0.549457)
(1.967462, 0.788232)
(2.030929, 1.202787)
(2.094395, 1.185908)
(2.157862, 0.590994)
(2.221328, 0.555832)
(2.284795, 0.860139)
(2.348261, 0.412854)
(2.411728, -0.133153)
(2.475194, 0.868222)
(2.538661, 0.628691)
(2.602127, -0.335593)
(2.665594, 0.349913)
(2.729060, 0.692653)
(2.792527, 0.560141)
(2.855993, 1.076087)
(2.919460, 0.767269)
(2.982926, -0.489956)
(3.046393, 1.212994)
(3.109859, 0.460880)
(3.173326, -0.213363)
(3.236792, 0.512165)
(3.300259, 1.422356)
(3.363725, -0.663996)
(3.427192, 0.441338)
(3.490659, 0.496445)
(3.554125, 0.144702)
(3.617592, -0.197992)
(3.681058, -0.943210)
(3.744525, 0.131965)
(3.807991, -0.648683)
(3.871458, -1.419104)
(3.934924, -0.189798)
(3.998391, -0.862481)
(4.061857, -0.684729)
(4.125324, -0.947203)
(4.188790, -0.927780)
(4.252257, -0.508322)
(4.315723, -0.639264)
(4.379190, -1.631656)
(4.442656, -1.990194)
(4.506123, -1.841985)
(4.569589, -1.622144)
(4.633056, -0.582132)
(4.696522, -2.036029)
(4.759989, -2.270265)
(4.823455, -1.027404)
(4.886922, -1.904692)
(4.950388, -1.862730)
(5.013855, -0.969415)
(5.077321, -1.314490)
(5.140788, -1.492608)
(5.204254, -1.090738)
(5.267721, -0.499371)
(5.331188, -0.599672)
(5.394654, -0.977735)
(5.458121, -0.910574)
(5.521587, -0.474704)
(5.585054, -0.277076)
(5.648520, -0.461275)
(5.711987, -0.739355)
(5.775453, -0.587323)
(5.838920, -0.545268)
(5.902386, 0.269530)
(5.965853, -0.605927)
(6.029319, -0.245393)
(6.092786, 0.060881)
(6.156252, 0.720685)
(6.219719, 0.070941)
(6.283185, 0.412976)
(0.000000, 0.623459)
(0.063467, 1.161077)
(0.126933, 0.607315)
(0.190400, 0.185561)
(0.253866, 0.485067)
(0.317333, 0.625613)
(0.380799, 1.213222)
(0.444266, 0.091411)
(0.507732, 0.147106)
(0.571199, 0.290623)
(0.634665, 0.637928)
(0.698132, 0.817218)
(0.761598, 0.583317)
(0.825065, 0.255320)
(0.888531, 0.471846)
(0.951998, 0.073654)
(1.015464, 0.905798)
(1.078931, 0.475165)
(1.142397, 0.798762)
(1.205864, 0.233645)
(1.269330, 0.736511)
(1.332797, -0.252620)
(1.396263, 0.293937)
(1.459730, 0.647332)
(1.523196, 0.612055)
(1.586663, 0.442205)
(1.650129, -0.221314)
(1.713596, 0.257859)
(1.777063, -0.277690)
(1.840529, 0.225632)
(1.903996, 0.260914)
(1.967462, 0.520184)
(2.030929, 0.436790)
(2.094395, 0.917864)
(2.157862, 0.962726)
(2.221328, 0.351141)
(2.284795, 0.678310)
(2.348261, -0.014410)
(2.411728, 0.968829)
(2.475194, 1.190982)
(2.538661, 0.237236)
(2.602127, 1.302218)
(2.665594, 0.532163)
(2.729060, 1.048310)
(2.792527, 0.648191)
(2.855993, 1.061389)
(2.919460, 0.702533)
(2.982926, 0.487118)
(3.046393, -0.244077)
(3.109859, 0.948596)
(3.173326, 1.459695)
(3.236792, 0.666577)
(3.300259, 0.705463)
(3.363725, -0.450920)
(3.427192, -0.059457)
(3.490659, -0.778472)
(3.554125, -0.201121)
(3.617592, -0.235555)
(3.681058, -0.449832)
(3.744525, 0.143135)
(3.807991, -0.483084)
(3.871458, 0.011768)
(3.934924, 0.100931)
(3.998391, -0.305619)
(4.061857, -1.107484)
(4.125324, -0.407681)
(4.188790, -0.365397)
(4.252257, -1.187531)
(4.315723, -1.906558)
(4.379190, -1.266601)
(4.442656, -1.042126)
(4.506123, -1.459947)
(4.569589, -0.709374)
(4.633056, -1.734064)
(4.696522, -0.723824)
(4.759989, -1.129937)
(4.823455, -1.437753)
(4.886922, -0.973455)
(4.950388, -0.472106)
(5.013855, -1.815973)
(5.077321, -0.920053)
(5.140788, -0.888367)
(5.204254, -1.041580)
(5.267721, -1.487472)
(5.331188, -0.985508)
(5.394654, -0.722556)
(5.458121, -0.926716)
(5.521587, 0.039667)
(5.585054, -1.077131)
(5.648520, -0.293150)
(5.711987, 0.099549)
(5.775453, -0.039590)
(5.838920, -0.447790)
(5.902386, -0.617568)
(5.965853, 0.200329)
(6.029319, 0.372863)
(6.092786, -0.203402)
(6.156252, 0.128357)
(6.219719, 0.434512)
(6.283185, 0.297918)
(0.000000, 0.029203)
(0.063467, 1.127508)
(0.126933, 0.670786)
(0.190400, 0.778663)
(0.253866, 0.734603)
(0.317333, 1.401515)
(0.380799, 0.749821)
(0.444266, 0.920353)
(0.507732, 0.659221)
(0.571199, 1.166802)
(0.634665, 0.637547)
(0.698132, 0.978629)
(0.761598, 0.624361)
(0.825065, 0.002071)
(0.888531, 0.097242)
(0.951998, 0.759406)
(1.015464, 0.349187)
(1.078931, 0.035801)
(1.142397, -0.165606)
(1.205864, 0.385332)
(1.269330, 0.986570)
(1.332797, 0.205175)
(1.396263, 0.151368)
(1.459730, 0.060393)
(1.523196, 0.600369)
(1.586663, 0.551869)
(1.650129, 0.600192)
(1.713596, -0.000867)
(1.777063, 0.171152)
(1.840529, 0.201155)
(1.903996, 0.389942)
(1.967462, 0.854550)
(2.030929, 0.812867)
(2.094395, 1.440286)
(2.157862, 0.414261)
(2.221328, 0.537503)
(2.284795, 0.705854)
(2.348261, 0.848412)
(2.411728, 0.550390)
(2.475194, 0.867798)
(2.538661, 0.958394)
(2.602127, 1.014450)
(2.665594, 0.797764)
(2.729060, 0.976503)
(2.792527, 0.352493)
(2.855993, 1.141420)
(2.919460, 0.923619)
(2.982926, 0.514225)
(3.046393, 0.403534)
(3.109859, 0.579490)
(3.173326, 1.470253)
(3.236792, 0.946753)
(3.300259, 1.275569)
(3.363725, -0.167926)
(3.427192, 0.707348)
(3.490659, 0.169430)
(3.554125, -0.488134)
(3.617592, 0.022836)
(3.681058, -0.366064)
(3.744525, -0.424836)
(3.807991, -0.530678)
(3.871458, -0.519471)
(3.934924, -0.693353)
(3.998391, -0.771412)
(4.061857, -0.742465)
(4.125324, -1.021013)
(4.188790, -1.352997)
(4.252257, -1.777901)
(4.315723, -1.140133)
(4.379190, -1.064382)
(4.442656, -1.463665)
(4.506123, -1.154190)
(4.569589, -2.371912)
(4.633056, -2.091834)
(4.696522, -1.840532)
(4.759989, -1.237130)
(4.823455, -1.788481)
(4.886922, -1.401982)
(4.950388, -1.582994)
(5.013855, -1.105361)
(5.077321, -1.593961)
(5.140788, -0.755448)
(5.204254, -1.804673)
(5.267721, -0.794105)
(5.331188, -1.108640)
(5.394654, -0.609737)
(5.458121, -0.864181)
(5.521587, -0.951638)
(5.585054, -0.601146)
(5.648520, -1.084465)
(5.711987, -0.370368)
(5.775453, 0.229177)
(5.838920, 0.001480)
(5.902386, -0.417624)
(5.965853, 0.370713)
(6.029319, 0.117465)
(6.092786, -0.246266)
(6.156252, 0.731166)
(6.219719, 0.827095)
(6.283185, 1.316747)
(0.000000, 1.032635)
(0.063467, 0.845513)
(0.126933, -0.007593)
(0.190400, 0.650082)
(0.253866, 0.936607)
(0.317333, 0.426634)
(0.380799, 0.839734)
(0.444266, 0.788491)
(0.507732, 0.751526)
(0.571199, 0.678508)
(0.634665, 0.914579)
(0.698132, 1.210827)
(0.761598, 0.327844)
(0.825065, 1.106276)
(0.888531, 0.765195)
(0.951998, 0.829097)
(1.015464, 0.173051)
(1.078931, 0.658548)
(1.142397, 1.176016)
(1.205864, 0.129594)
(1.269330, -0.248027)
(1.332797, -0.169955)
(1.396263, 0.621390)
(1.459730, 1.460111)
(1.523196, 0.950608)
(1.586663, 1.169175)
(1.650129, 0.542795)
(1.713596, 1.069274)
(1.777063, 0.412249)
(1.840529, 0.780132)
(1.903996, 0.445047)
(1.967462, 0.351893)
(2.030929, 0.646272)
(2.094395, 0.425569)
(2.157862, 1.162787)
(2.221328, 0.740530)
(2.284795, 0.844676)
(2.348261, 0.569708)
(2.411728, 1.224777)
(2.475194, 0.443251)
(2.538661, 1.009596)
(2.602127, 0.609464)
(2.665594, 0.372482)
(2.729060, 0.544450)
(2.792527, 0.403206)
(2.855993, 0.617280)
(2.919460, 0.536118)
(2.982926, 0.757905)
(3.046393, 0.812081)
(3.109859, 0.471753)
(3.173326, 0.456903)
(3.236792, 0.511546)
(3.300259, 0.101083)
(3.363725, 0.514417)
(3.427192, 0.475784)
(3.490659, 0.122434)
(3.554125, 0.896206)
(3.617592, 0.198786)
(3.681058, -0.322451)
(3.744525, -0.533489)
(3.807991, -0.593152)
(3.871458, -0.812041)
(3.934924, -0.269113)
(3.998391, -1.106031)
(4.061857, -0.961448)
(4.125324, -1.237461)
(4.188790, -0.697552)
(4.252257, -1.766221)
(4.315723, -1.418091)
(4.379190, -1.386790)
(4.442656, -1.265091)
(4.506123, -1.252496)
(4.569589, -1.555884)
(4.633056, -1.094945)
(4.696522, -1.373721)
(4.759989, -0.509543)
(4.823455, -2.084882)
(4.886922, -1.206414)
(4.950388, -1.834282)
(5.013855, -1.685944)
(5.077321, -0.512746)
(5.140788, -0.539137)
(5.204254, -1.900888)
(5.267721, -1.160868)
(5.331188, -1.004449)
(5.394654, -1.731235)
(5.458121, -0.793749)
(5.521587, -0.508952)
(5.585054, -0.469057)
(5.648520, -1.242205)
(5.711987, 0.110150)
(5.775453, -0.124766)
(5.838920, -0.139283)
(5.902386, -0.311353)
(5.965853, 0.375385)
(6.029319, 0.553084)
(6.092786, 0.082095)
(6.156252, 0.393217)
(6.219719, 0.763353)
(6.283185, -0.281805)
(0.000000, 0.233873)
(0.063467, 1.111951)
(0.126933, 0.336355)
(0.190400, 1.143907)
(0.253866, 0.506238)
(0.317333, 0.933398)
(0.380799, 1.370283)
(0.444266, 0.940542)
(0.507732, 1.199173)
(0.571199, 0.672944)
(0.634665, 1.356483)
(0.698132, 0.839567)
(0.761598, 0.411238)
(0.825065, 0.955533)
(0.888531, 0.896714)
(0.951998, 0.425273)
(1.015464, 1.331284)
(1.078931, 1.229283)
(1.142397, 0.054499)
(1.205864, 0.669343)
(1.269330, 0.593995)
(1.332797, -0.138900)
(1.396263, 1.352812)
(1.459730, 1.373668)
(1.523196, 0.813351)
(1.586663, 0.638564)
(1.650129, 0.953220)
(1.713596, 0.501931)
(1.777063, 0.408051)
(1.840529, 0.997625)
(1.903996, 0.407352)
(1.967462, 0.860172)
(2.030929, 0.180087)
(2.094395, -0.272403)
(2.157862, 1.089190)
(2.221328, 0.128759)
(2.284795, 0.671182)
(2.348261, 0.357506)
(2.411728, 0.982195)
(2.475194, 0.794021)
(2.538661, -0.408244)
(2.602127, 0.819234)
(2.665594, 1.120823)
(2.729060, 1.264307)
(2.792527, 0.995793)
(2.855993, 0.457826)
(2.919460, 0.906351)
(2.982926, 1.178340)
(3.046393, 0.123457)
(3.109859, 1.226908)
(3.173326, 0.154980)
(3.236792, -0.228619)
(3.300259, -0.167971)
(3.363725, 0.705967)
(3.427192, 1.517482)
(3.490659, 0.089124)
(3.554125, 0.096271)
(3.617592, 0.116162)
(3.681058, -0.154308)
(3.744525, -0.213862)
(3.807991, -0.642991)
(3.871458, -0.511722)
(3.934924, -0.785169)
(3.998391, -0.658291)
(4.061857, -0.779567)
(4.125324, -1.036980)
(4.188790, -0.737496)
(4.252257, -1.147965)
(4.315723, -2.138592)
(4.379190, -1.061711)
(4.442656, -1.278602)
(4.506123, -1.280919)
(4.569589, -0.868336)
(4.633056, -1.441401)
(4.696522, -0.625747)
(4.759989, -1.433477)
(4.823455, -0.936076)
(4.886922, -1.674620)
(4.950388, -1.490784)
(5.013855, -1.435644)
(5.077321, -1.067637)
(5.140788, -0.306021)
(5.204254, -1.296540)
(5.267721, -1.158038)
(5.331188, -1.313788)
(5.394654, -0.268286)
(5.458121, -1.050518)
(5.521587, -0.541003)
(5.585054, -0.713661)
(5.648520, -0.738689)
(5.711987, -0.672789)
(5.775453, -0.078362)
(5.838920, -0.297523)
(5.902386, 0.346414)
(5.965853, -0.115770)
(6.029319, 0.160054)
(6.092786, -0.207926)
(6.156252, -0.016352)
(6.219719, 0.577738)
(6.283185, 0.268899)
